StateAb,DivisionNm,CandidateNm,PartyNm,BallotPosition
QLD,Flynn,"O'DOWD, Ken",Liberal National Party of Queensland,8
QLD,Forde,"BOWRON, Ian",Pauline Hanson's One Nation,1
QLD,Forde,"PETERSEN, Kirsty",The Greens,2
QLD,Forde,"CREIGHTON, Paul",United Australia Party,3
QLD,Forde,"VAN MANEN, Bert",Liberal National Party of Queensland,4
QLD,Forde,"HARDMAN, Des",Australian Labor Party,5
QLD,Forde,"INNES, Les",Fraser Anning's Conservative National Party,6
QLD,Griffith,"ROBERTS, Olivia",Liberal National Party of Queensland,1
QLD,Griffith,"BUTLER, Terri",Australian Labor Party,2
QLD,Griffith,"CHANDLER-MATHER, Max",The Greens,3
QLD,Griffith,"JULIUS, Christian John",United Australia Party,4
QLD,Griffith,"DARLINGTON, Julie",Pauline Hanson's One Nation,5
QLD,Griffith,"MURRAY, Tony",Fraser Anning's Conservative National Party,6
QLD,Groom,"NELLIGAN, Alyce",The Greens,1
QLD,Groom,"KING, David",Pauline Hanson's One Nation,2
QLD,Groom,"ADRELIUS, Perry",Fraser Anning's Conservative National Party,3
QLD,Groom,"McVEIGH, John",Liberal National Party of Queensland,4
QLD,Groom,"LAW, Kenneth Ian",United Australia Party,5
QLD,Groom,"KAY, Troy",Australian Labor Party,6
QLD,Herbert,"LOHSE, Amy",Pauline Hanson's One Nation,1
QLD,Herbert,"DOWLING, Greg",United Australia Party,2
QLD,Herbert,"RADECK, Nanette",Katter's Australian Party (KAP),3
QLD,Herbert,"BLACKADDER, Sam",The Greens,4
QLD,Herbert,"THOMPSON, Phillip",Liberal National Party of Queensland,5
QLD,Herbert,"DURANT, Tamara",Fraser Anning's Conservative National Party,6
QLD,Herbert,"SEVERNS, Mackenzie",Animal Justice Party,7
QLD,Herbert,"O'TOOLE, Cathy",Australian Labor Party,8
QLD,Hinkler,"HUXHAM, Damian",Pauline Hanson's One Nation,1
QLD,Hinkler,"PITT, Keith",Liberal National Party of Queensland,2
QLD,Hinkler,"JACKSON, Anne",The Greens,3
QLD,Hinkler,"NORMAN, David",Independent,4
QLD,Hinkler,"TURAGA, Moe",Independent,5
QLD,Hinkler,"ERSKINE, Aaron",Fraser Anning's Conservative National Party,6
QLD,Hinkler,"ELLUL, Joseph Kevin",United Australia Party,7
QLD,Hinkler,"BYRNES, Amy",Animal Justice Party,8
QLD,Hinkler,"PASCOE, Richard",Australian Labor Party,9
QLD,Hinkler,"WONE, Adrian Jacob",Independent,10
QLD,Kennedy,"BERTUCH, Sue",United Australia Party,1
QLD,Kennedy,"KATTER, Bob",Katter's Australian Party (KAP),2
QLD,Kennedy,"BURNESS, Lyle",The Greens,3
QLD,Kennedy,"HACKWELL, Ian Douglas",Fraser Anning's Conservative National Party,4
QLD,Kennedy,"BEVERIDGE, Frank",Liberal National Party of Queensland,5
QLD,Kennedy,"McGUIRE, Brett",Australian Labor Party,6
QLD,Leichhardt,"ASHBY, Jo",Fraser Anning's Conservative National Party,1
QLD,Leichhardt,"ANDERSON, Chad",Independent,2
QLD,Leichhardt,"FAITH, Elida",Australian Labor Party,3
QLD,Leichhardt,"MACDONALD, Ross",Pauline Hanson's One Nation,4
QLD,Leichhardt,"McCARTHY, Daniel",Katter's Australian Party (KAP),5
QLD,Leichhardt,"SACKLEY, Jen",United Australia Party,6
QLD,Leichhardt,"ENTSCH, Warren",Liberal National Party of Queensland,7
QLD,Leichhardt,"OLIVER, Gary",The Greens,8
QLD,Lilley,"BELL-HENSELIN, Tracey",Pauline Hanson's One Nation,1
QLD,Lilley,"COLES, Don",Fraser Anning's Conservative National Party,2
QLD,Lilley,"CROOK, Mike",Socialist Alliance,3
QLD,Lilley,"CARSWELL, Brad",Liberal National Party of Queensland,4
QLD,Lilley,"WELLS, Anika",Australian Labor Party,5
QLD,Lilley,"MEYER, John",The Greens,6
QLD,Lilley,"McCLAER, David Bruce",United Australia Party,7
QLD,Longman,"YOUNG, Terry",Liberal National Party of Queensland,1
QLD,Longman,"MAHER, Bailey James",United Australia Party,2
QLD,Longman,"YOUNG, Jono",Australian Progressives,3
QLD,Longman,"LAMB, Susan",Australian Labor Party,4
QLD,Longman,"SCHUBACK, Peter Keith",Australia First Party,5
QLD,Longman,"THOMSON, Matthew",Pauline Hanson's One Nation,6
QLD,Longman,"PAULKE, Dave",Fraser Anning's Conservative National Party,7
QLD,Longman,"DEJUN, Simone",The Greens,8
QLD,Maranoa,"LITTLE, Linda",Australian Labor Party,1
QLD,Maranoa,"LITTLEPROUD, David",Liberal National Party of Queensland,2
QLD,Maranoa,"WALLIS, Anthony",Katter's Australian Party (KAP),3
QLD,Maranoa,"SAUNDERS, Julie Marie",United Australia Party,4
QLD,Maranoa,"CHRISTIANSEN, Darren Lee",Fraser Anning's Conservative National Party,5
QLD,Maranoa,"MOULDEN, Rosemary",Pauline Hanson's One Nation,6
QLD,Maranoa,"CHIDLEY, Emmeline",The Greens,7
QLD,McPherson,"SANTELISES, Aaron",Australian Labor Party,1
QLD,McPherson,"CROWE, Scott",Liberal Democrats,2
QLD,McPherson,"KAFF, Michael",Independent,3
QLD,McPherson,"QUINN, Alan",The Greens,4
QLD,McPherson,"ANDREWS, Karen",Liberal National Party of Queensland,5
QLD,McPherson,"GAFFY, Sean Gordon",Fraser Anning's Conservative National Party,6
QLD,McPherson,"STEWART, Renee",Animal Justice Party,7
QLD,McPherson,"MacKENZIE, Fiona Kay",United Australia Party,8
QLD,McPherson,"SPELLMAN, John",Pauline Hanson's One Nation,9
QLD,Moncrieff,"FREEMAN, Karla",Animal Justice Party,1
QLD,Moncrieff,"BELL, Angie",Liberal National Party of Queensland,2
QLD,Moncrieff,"SIBSON, Vanessa",Pauline Hanson's One Nation,3
QLD,Moncrieff,"SPAIN, Sally",The Greens,4
QLD,Moncrieff,"EILOLA, Garry Paul",United Australia Party,5
QLD,Moncrieff,"LONG, Darren Alan",Fraser Anning's Conservative National Party,6
QLD,Moncrieff,"BELL, Tracey",Australian Labor Party,7
QLD,Moncrieff,"GRYPHON, S",Liberal Democrats,8
QLD,Moreton,"NIEASS, Aaron",Fraser Anning's Conservative National Party,1
QLD,Moreton,"PERRETT, Graham",Australian Labor Party,2
QLD,Moreton,"O'BRIEN, Patsy",The Greens,3
QLD,Moreton,"LAWRENCE, William",Pauline Hanson's One Nation,4
QLD,Moreton,"OWEN, Angela",Liberal National Party of Queensland,5
QLD,Moreton,"BROWN, Jenny-Rebecca",United Australia Party,6
QLD,Oxley,"BAUER, Russell",Liberal National Party of Queensland,1
QLD,Oxley,"PURCELL, Steven",The Greens,2
QLD,Oxley,"DICK, Milton",Australian Labor Party,3
QLD,Oxley,"FERGUSON, Ian Maurice",United Australia Party,4
QLD,Oxley,"LINDBOM, Janet",Pauline Hanson's One Nation,5
QLD,Oxley,"HEAD, Mike",Socialist Equality Party,6
QLD,Oxley,"MOERLAND, Scott",Fraser Anning's Conservative National Party,7
QLD,Petrie,"HOPKINS, Troy",United Australia Party,1
QLD,Petrie,"HOWARTH, Luke",Liberal National Party of Queensland,2
QLD,Petrie,"AAI REDDY, Nikhil",Pauline Hanson's One Nation,3
QLD,Petrie,"MULHOLLAND, Corinne",Australian Labor Party,4
QLD,Petrie,"FOWLER, Neville John",Fraser Anning's Conservative National Party,5
QLD,Petrie,"KENNEDY, Jason",The Greens,6
QLD,Rankin,"CHALMERS, Jim",Australian Labor Party,1
QLD,Rankin,"REDDY, Shyamal",United Australia Party,2
QLD,Rankin,"COTTER, Neil",The Greens,3
QLD,Rankin,"SCHNEIDER, Jesse",Pauline Hanson's One Nation,4
QLD,Rankin,"ANDREWS, Peter James",Fraser Anning's Conservative National Party,5
QLD,Rankin,"DAVIES, Ric",Liberal Democrats,6
QLD,Rankin,"PATTISON, Clinton",Liberal National Party of Queensland,7
QLD,Rankin,"MOHAMMAD, Yusuf",,8
QLD,Ryan,"COSSAR, Peter",Australian Labor Party,1
QLD,Ryan,"CROUCH, Larry Edward",United Australia Party,2
QLD,Ryan,"WEBB, Joanne",Animal Justice Party,3
QLD,Ryan,"MILES, Rodney",Pauline Hanson's One Nation,4
QLD,Ryan,"SIMMONDS, Julian",Liberal National Party of Queensland,5
QLD,Ryan,"SCHOERMER, Jake",The Greens,6
QLD,Ryan,"BANKS, Andrew",Fraser Anning's Conservative National Party,7
QLD,Wide Bay,"BRYAR, Daniel",The Greens,1
QLD,Wide Bay,"SCANES, Jason",Australian Labor Party,2
QLD,Wide Bay,"SCHEBELLA, Andrew",United Australia Party,3
QLD,Wide Bay,"O'BRIEN, Llew",Liberal National Party of Queensland,4
QLD,Wide Bay,"JEROME, Tim",Independent,5
QLD,Wide Bay,"SMITH, Jasmine",Fraser Anning's Conservative National Party,6
QLD,Wide Bay,"VICO, Aaron",Pauline Hanson's One Nation,7
QLD,Wright,"WRIGHT, David William",United Australia Party,1
QLD,Wright,"GIRARD, Shannon",The Greens,2
QLD,Wright,"LARKIN, Innes",Independent,3
QLD,Wright,"McCREADIE, Pam",Australian Labor Party,4
QLD,Wright,"SMITH, Rod",Fraser Anning's Conservative National Party,5
QLD,Wright,"TOMLINSON, Matthew",Katter's Australian Party (KAP),6
QLD,Wright,"O'CALLAGHAN, Chris",Pauline Hanson's One Nation,7
QLD,Wright,"BUCHHOLZ, Scott",Liberal National Party of Queensland,8
SA,Adelaide,"JAMES, Chris",Australian Democrats,1
SA,Adelaide,"POCOCK, Barbara",The Greens,2
SA,Adelaide,"GEORGANAS, Steve",Australian Labor Party,3
SA,Adelaide,"KANGAS, Deanna",Animal Justice Party,4
SA,Adelaide,"OSBORN, Shaun",Liberal,5
SA,Adelaide,"REA, Antonio",United Australia Party,6
SA,Barker,"HILLAM, Rosa",The Greens,1
SA,Barker,"BACHER, Bert",United Australia Party,2
SA,Barker,"PASIN, Tony",Liberal,3
SA,Barker,"ECKERMANN, Karen",Animal Justice Party,4
SA,Barker,"GLADIGAU, Kelly",Centre Alliance,5
SA,Barker,"HANNEMANN, Miles",The Nationals,6
SA,Barker,"O'BRIEN, Mat",Australian Labor Party,7
SA,Boothby,"RUSSELL, Geoff",Animal Justice Party,1
SA,Boothby,"ROZITIS, Stef",The Greens,2
SA,Boothby,"CHEOK, Adrian David",Fraser Anning's Conservative National Party,3
SA,Boothby,"WONG, Carol",Rise Up Australia Party,4
SA,Boothby,"FLINT, Nicolle",Liberal,5
SA,Boothby,"CLANCY, Nadia",Australian Labor Party,6
SA,Boothby,"SALERNO, Peter",United Australia Party,7
SA,Boothby,"JONES, Trevor",Independent,8
SA,Grey,"EDGECOMBE, Jacqui",Animal Justice Party,1
SA,Grey,"BOLTON, Karin",Australian Labor Party,2
SA,Grey,"STONE, David",Pauline Hanson's One Nation,3
SA,Grey,"CARMODY, Richard",Independent,4
SA,Grey,"WARREN, Alexander David",United Australia Party,5
SA,Grey,"RAMSEY, Rowan",Liberal,6
SA,Grey,"BROADFOOT, Andrea",Centre Alliance,7
SA,Grey,"CHAMPION, Candace",The Greens,8
SA,Hindmarsh,"VAID, Rajan",Fraser Anning's Conservative National Party,1
SA,Hindmarsh,"MORRIS, Rose",United Australia Party,2
SA,Hindmarsh,"BUTLER, Mark",Australian Labor Party,3
SA,Hindmarsh,"KELTY, Alison",Animal Justice Party,4
SA,Hindmarsh,"HALL-EVANS, Jake",Liberal,5
SA,Hindmarsh,"FARRELL, Matt",The Greens,6
SA,Kingston,"RISHWORTH, Amanda",Australian Labor Party,1
SA,Kingston,"CURRAN, Laura",Liberal,2
SA,Kingston,"MORTIER, Nikki",The Greens,3
SA,Kingston,"SOMERS, Kellie",Animal Justice Party,4
SA,Kingston,"HOSKIN, Jodie Anne",United Australia Party,5
SA,Makin,"ZAPPIA, Tony",Australian Labor Party,1
SA,Makin,"DAVE, Hemant",Liberal,2
SA,Makin,"GASTON, Lyn",Animal Justice Party,3
SA,Makin,"STEWART, Stephanie",The Greens,4
SA,Makin,"COLLIS, Rachel",United Australia Party,5
SA,Mayo,"DOWNER, Georgina",Liberal,1
SA,Mayo,"BOURNE, Anne",The Greens,2
SA,Mayo,"DOWLAND, Helen",Animal Justice Party,3
SA,Mayo,"CANE, Michael",United Australia Party,4
SA,Mayo,"GERHARDY, Saskia",Australian Labor Party,5
SA,Mayo,"SHARKIE, Rebekha",Centre Alliance,6
SA,Spence,"CHAMPION, Nick",Australian Labor Party,1
SA,Spence,"BOURNE, Kathleen",Liberal,2
SA,Spence,"FIEDLER, Ron",United Australia Party,3
SA,Spence,"JURY, Daniel",The Greens,4
SA,Spence,"KUHLMANN, Rita",Animal Justice Party,5
SA,Spence,"HERBERT, Nathan",Independent,6
SA,Sturt,"BOUNDY, Paul",The Greens,1
SA,Sturt,"STEVENS, James",Liberal,2
SA,Sturt,"O'HANLON, Cressida",Australian Labor Party,3
SA,Sturt,"ROBERTS, Harbinda",Animal Justice Party,4
SA,Sturt,"HARDING, Hedley",United Australia Party,5
SA,Sturt,"THOMAS, Colin",Child Protection Party,6
SA,Sturt,"FULCO, Angela",Australian Progressives,7
SA,Sturt,"LARCOMBE, Nick",Independent,8
TAS,Bass,"HALL, Tom",The Greens,1
TAS,Bass,"HART, Ross",Australian Labor Party,2
TAS,Bass,"WOODBURY, Susan",Animal Justice Party,3
TAS,Bass,"ARCHER, Bridget",Liberal,4
TAS,Bass,"LAMBERT, Todd",Independent,5
TAS,Bass,"ROARK, Allan John",United Australia Party,6
TAS,Bass,"COOPER, Carl",The Nationals,7
TAS,Braddon,"SPAULDING, Karen Wendy",United Australia Party,1
TAS,Braddon,"BRAKEY, Craig",Independent,2
TAS,Braddon,"ALLAN, Shane",Fraser Anning's Conservative National Party,3
TAS,Braddon,"PEARCE, Gavin",Liberal,4
TAS,Braddon,"MILBOURNE, Sally",The Nationals,5
TAS,Braddon,"PARSONS, Phill",The Greens,6
TAS,Braddon,"SMITH, Brett Michael",Independent,7
TAS,Braddon,"KEAY, Justine",Australian Labor Party,8
TAS,Braddon,"GALLAHER, Graham",Pauline Hanson's One Nation,9
TAS,Clark,"WILKIE, Andrew",Independent,1
TAS,Clark,"McGREGOR, Ben",Australian Labor Party,2
TAS,Clark,"MARKHAM, Amanda-Sue",Liberal,3
TAS,Clark,"SHAW, Juniper",The Greens,4
TAS,Clark,"STARKEY, Jim",United Australia Party,5
TAS,Franklin,"DARKO, Kit",The Greens,1
TAS,Franklin,"YOUNG, Dean",Liberal,2
TAS,Franklin,"HAWES, Darren John",Fraser Anning's Conservative National Party,3
TAS,Franklin,"COLLINS, Julie",Australian Labor Party,4
TAS,Franklin,"WINTER, Darren",United Australia Party,5
TAS,Lyons,"HUTCHINSON, Deanna",The Nationals,1
TAS,Lyons,"MITCHELL, Brian",Australian Labor Party,2
TAS,Lyons,"WHISSON, Gary",The Greens,3
TAS,Lyons,"MURTAGH, Tennille",Pauline Hanson's One Nation,4
TAS,Lyons,"WHELAN, Jessica",Liberal,5
TAS,Lyons,"WARNE, Michael",United Australia Party,6
VIC,Aston,"TUDGE, Alan",Liberal,1
VIC,Aston,"COOKSON, Asher",The Greens,2
VIC,Aston,"PETHIYAGODA, Kadira",Australian Labor Party,3
VIC,Aston,"SIRIANNI-DUFFY, Matthew",United Australia Party,4
VIC,Aston,"KENNEDY, Anna",Labour DLP,5
VIC,Ballarat,"HILLS, Bryn",Animal Justice Party,1
VIC,Ballarat,"COZYN, Peter",United Australia Party,2
VIC,Ballarat,"GRAHAM, Alex",Independent,3
VIC,Ballarat,"SHADY, Nick",Independent,4
VIC,Ballarat,"McALOON, Karen",The Greens,5
VIC,Ballarat,"VO, Tim",Liberal,6
VIC,Ballarat,"KING, Catherine",Australian Labor Party,7
VIC,Bendigo,"BUDDE, Sharon",Rise Up Australia Party,1
VIC,Bendigo,"HOLIAN, Robert",The Greens,2
VIC,Bendigo,"CHESTERS, Lisa",Australian Labor Party,3
VIC,Bendigo,"VEITCH, Adam",United Australia Party,4
VIC,Bendigo,"GAYED, Sam",Liberal,5
VIC,Bendigo,"WILLIAMS, Vaughan",Pauline Hanson's One Nation,6
VIC,Bendigo,"HOSKIN, Julie",Fraser Anning's Conservative National Party,7
VIC,Bruce,"BOYANTON, Tim",Fraser Anning's Conservative National Party,1
VIC,Bruce,"AHMED, Mubahil",United Australia Party,2
VIC,Bruce,"MacISAAC, John",Liberal,3
VIC,Bruce,"HILL, Julian",Australian Labor Party,4
VIC,Bruce,"GARAD, Rhonda",The Greens,5
VIC,Calwell,"KERR, Keith",Citizens Electoral Council,1
VIC,Calwell,"MORGAN, Polly",The Greens,2
VIC,Calwell,"VAMVAKINOU, Maria",Australian Labor Party,3
VIC,Calwell,"VAIL, Adam",Fraser Anning's Conservative National Party,4
VIC,Calwell,"SMALL, Jerome",Victorian Socialists,5
VIC,Calwell,"CHHABRA, Prakul",United Australia Party,6
VIC,Calwell,"BYRNE, Peter",Socialist Equality Party,7
VIC,Calwell,"HAMILTON, Genevieve",Liberal,8
VIC,Casey,"CHARLETON, Peter",Independent,1
VIC,Casey,"CALABRO, Antony",Rise Up Australia Party,2
VIC,Casey,"McPHEE, Ross",Labour DLP,3
VIC,Casey,"BARKER, Travis",Animal Justice Party,4
VIC,Casey,"STARKEY, Wendy",United Australia Party,5
VIC,Casey,"CLARK, Ryan Leslie",Derryn Hinch's Justice Party,6
VIC,Casey,"SMITH, Tony",Liberal,7
VIC,Casey,"BRINDLE, Bill",Australian Labor Party,8
VIC,Casey,"GAME-LOPATA, Jenny",The Greens,9
VIC,Casey,"O'CONNOR, Jayden",The Great Australian Party,10
VIC,Chisholm,"DOBBY, Ian",Independent,1
VIC,Chisholm,"DORIAN, Angela Mary",Rise Up Australia Party,2
VIC,Chisholm,"ARTHUR, Luke",The Greens,3
VIC,Chisholm,"LIU, Gladys",Liberal,4
VIC,Chisholm,"LAVIN, Rosemary",Animal Justice Party,5
VIC,Chisholm,"WICKS, Anne",Derryn Hinch's Justice Party,6
VIC,Chisholm,"ZORAYA, George",United Australia Party,7
VIC,Chisholm,"YANG, Jennifer",Australian Labor Party,8
VIC,Chisholm,"JENKINS, Philip",Labour DLP,9
VIC,Cooper,"VAN LIESHOUT, Teresa",Independent,1
VIC,Cooper,"RUSSELL, Sarah",Reason Australia,2
VIC,Cooper,"NANGLE, Brett",United Australia Party,3
VIC,Cooper,"RICHINGS, Nadine",Animal Justice Party,4
VIC,Cooper,"RISSTROM, David",The Greens,5
VIC,Cooper,"LARKIN, Kath",Victorian Socialists,6
VIC,Cooper,"KEARNEY, Ged",Australian Labor Party,7
VIC,Cooper,"BELL, Andrew",Liberal,8
VIC,Corangamite,"ERSKINE, Ian",Rise Up Australia Party,1
VIC,Corangamite,"COKER, Libby",Australian Labor Party,2
VIC,Corangamite,"NORTHEAST, Simon",The Greens,3
VIC,Corangamite,"ADAMS, Naomi",Animal Justice Party,4
VIC,Corangamite,"COLE, Damien",Independent,5
VIC,Corangamite,"HENDERSON, Sarah",Liberal,6
VIC,Corangamite,"HARVEY, Neil",United Australia Party,7
VIC,Corangamite,"GRIMLEY, Mandy",Derryn Hinch's Justice Party,8
VIC,Corio,"MARLES, Richard",Australian Labor Party,1
VIC,Corio,"THOMSON, Alastair",Liberal,2
VIC,Corio,"FORBES, Amber",The Greens,3
VIC,Corio,"SANBORN, Desmond",United Australia Party,4
VIC,Deakin,"SULLIVAN, Ellie Jean",Derryn Hinch's Justice Party,1
VIC,Deakin,"JANSON, Vickie",Independent,2
VIC,Deakin,"SUN, Sophia",The Greens,3
VIC,Deakin,"SUKKAR, Michael",Liberal,4
VIC,Deakin,"WILDE, Milton",United Australia Party,5
VIC,Deakin,"COSTANTINO, Vinita",Animal Justice Party,6
VIC,Deakin,"MORRIS, Shireen",Australian Labor Party,7
VIC,Deakin,"van der HORST, Joel",Labour DLP,8
VIC,Dunkley,"O'CONNELL, Lachlan Andrew",Derryn Hinch's Justice Party,1
VIC,Dunkley,"JOHNSTON, Elizabeth",Animal Justice Party,2
VIC,Dunkley,"JEAN, Ron",United Australia Party,3
VIC,Dunkley,"MURPHY, Peta",Australian Labor Party,4
VIC,Dunkley,"GREEN, Emily",The Greens,5
VIC,Dunkley,"CREWTHER, Chris",Liberal,6
VIC,Dunkley,"JAMES, Christopher Ronald",Fraser Anning's Conservative National Party,7
VIC,Dunkley,"GENTLE, Yvonne",Rise Up Australia Party,8
VIC,Flinders,"DREGER, Harry",Independent,1
VIC,Flinders,"PERSSON, James",Animal Justice Party,2
VIC,Flinders,"HUNT, Greg",Liberal,3
VIC,Flinders,"SMITH, Reade",Sustainable Australia,4
VIC,Flinders,"SINCLAIR, Josh",Australian Labor Party,5
VIC,Flinders,"LESSLIE, Nathan",The Greens,6
VIC,Flinders,"McSHANE, Christine",United Australia Party,7
VIC,Flinders,"BANKS, Julia",Independent,8
VIC,Flinders,"BEVERIDGE, Susie",Independent,9
VIC,Fraser,"CHAU, Vinh Van",United Australia Party,1
VIC,Fraser,"BAIN, Peter",Liberal,2
VIC,Fraser,"MULINO, Daniel",Australian Labor Party,3
VIC,Fraser,"DOBRAN, Tony",The Great Australian Party,4
VIC,Fraser,"SCORGIE, Rebecca",The Greens,5
VIC,Fraser,"TRAN, Van",Independent,6
VIC,Gellibrand,"WATTS, Tim",Australian Labor Party,1
VIC,Gellibrand,"THOMAS, Bernadette",The Greens,2
VIC,Gellibrand,"MITCHELL, Anthony",Liberal,3
VIC,Gellibrand,"BENTLEY, Lisa Maree",United Australia Party,4
VIC,Gippsland,"SNELLING, David","Shooters, Fishers and Farmers",1
VIC,Gippsland,"TICKNER, Neville Phillip",Fraser Anning's Conservative National Party,2
VIC,Gippsland,"BREWER, Kerri Jane",United Australia Party,3
VIC,Gippsland,"HOLM, Antoinette",Australian Labor Party,4
VIC,Gippsland,"BUCKLEY, Sonia",Independent,5
VIC,Gippsland,"CHESTER, Darren",The Nationals,6
VIC,Gippsland,"FOSKEY, Deb",The Greens,7
VIC,Goldstein,"CONNOLLY, Wayne",United Australia Party,1
VIC,Goldstein,"HOULT, Brandon James",Sustainable Australia,2
VIC,Goldstein,"POLLOCK, Daniel",Australian Labor Party,3
VIC,Goldstein,"PENNICUIK, Sue",The Greens,4
VIC,Goldstein,"WILSON, Tim",Liberal,5
VIC,Goldstein,"CASLEY, John Tiger",Independent,6
VIC,Gorton,"TURTON, Richard",United Australia Party,1
VIC,Gorton,"BINGHAM, Jarrod",Independent,2
VIC,Gorton,"SINGH, Harkirat",The Greens,3
VIC,Gorton,"O'CONNOR, Brendan",Australian Labor Party,4
VIC,Gorton,"DI NOIA, Nathan",Liberal,5
VIC,Higgins,"BALL, Jason",The Greens,1
VIC,Higgins,"MORAN, Michaela",Sustainable Australia,2
VIC,Higgins,"WALKER, Alicia",Animal Justice Party,3
VIC,Higgins,"ALLEN, Katie",Liberal,4
VIC,Higgins,"McLEOD, Fiona",Australian Labor Party,5
VIC,Higgins,"RYAN, Tim",United Australia Party,6
VIC,Holt,"BYRNE, Anthony",Australian Labor Party,1
VIC,Holt,"WHEELOCK, Jess",The Greens,2
VIC,Holt,"SINGH, Jatinder",United Australia Party,3
VIC,Holt,"VAN DEN BROEK, Jennifer",Liberal,4
VIC,Hotham,"LUAN, Jin",United Australia Party,1
VIC,Hotham,"O'NEIL, Clare",Australian Labor Party,2
VIC,Hotham,"HUA, George",Liberal,3
VIC,Hotham,"GONSALVEZ, Jess",The Greens,4
VIC,Hotham,"DORIAN, Peter",Rise Up Australia Party,5
VIC,Hotham,"BILIC, Dennis",Sustainable Australia,6
VIC,Indi,"ROBINSON, Helen",The Greens,1
VIC,Indi,"WHALLEY, Jason Peter",Derryn Hinch's Justice Party,2
VIC,Indi,"HAINES, Helen",Independent,3
VIC,Indi,"MARTIN, Steve",Liberal,4
VIC,Indi,"BYATT, Mark",The Nationals,5
VIC,Indi,"WHEATLAND, Shane",United Australia Party,6
VIC,Indi,"KERR, Eric",Australian Labor Party,7
VIC,Isaacs,"SAMIOTIS, Kim",The Greens,1
VIC,Isaacs,"HEARN, Jeremy",Liberal,2
VIC,Isaacs,"PUVIMANASINGHE, Ash",Rise Up Australia Party,3
VIC,Isaacs,"CURRIE, Bronwyn",Animal Justice Party,4
VIC,Isaacs,"DREYFUS, Mark",Australian Labor Party,5
VIC,Isaacs,"SEALS, Tony",United Australia Party,6
VIC,Jagajaga,"RIGONI, Maria Marcia",United Australia Party,1
VIC,Jagajaga,"THWAITES, Kate",Australian Labor Party,2
VIC,Jagajaga,"TRUSCOTT, Jeff",Rise Up Australia Party,3
VIC,Jagajaga,"WELCH, Richard",Liberal,4
VIC,Jagajaga,"KENNEDY, Paul",The Greens,5
VIC,Kooyong,"D'ELIA, Steven",United Australia Party,1
VIC,Kooyong,"YATES, Oliver",Independent,2
VIC,Kooyong,"ZUBAC, Angelina",Independent,3
VIC,Kooyong,"FRYDENBERG, Josh",Liberal,4
VIC,Kooyong,"STEWART, Jana",Australian Labor Party,5
VIC,Kooyong,"HINKLEY, Davina",Animal Justice Party,6
VIC,Kooyong,"BURNSIDE, Julian",The Greens,7
VIC,Kooyong,"CHANDLER, Bill",Independent,8
VIC,La Trobe,"GREGOROVICH, Amy",The Greens,1
VIC,La Trobe,"BAKER, Norman",Rise Up Australia Party,2
VIC,La Trobe,"WOOD, Jason",Liberal,3
VIC,La Trobe,"BAKER, Esther",Pauline Hanson's One Nation,4
VIC,La Trobe,"DEAN, Duncan",United Australia Party,5
VIC,La Trobe,"CURTIS, Simon",Australian Labor Party,6
VIC,La Trobe,"CALWELL-BROWNE, Asher Joseph",Derryn Hinch's Justice Party,7
VIC,Lalor,"JAKOBI, Susan",Australia First Party,1
VIC,Lalor,"MURPHY, Gayle",Liberal,2
VIC,Lalor,"RYAN, Joanne",Australian Labor Party,3
VIC,Lalor,"ROBINSON, Jeffrey Edward",United Australia Party,4
VIC,Lalor,"DESSI, Jay",The Greens,5
VIC,Lalor,"MOINUDDIN, Aijaz",,6
VIC,Macnamara,"O'ROURKE, Ruby",Independent,1
VIC,Macnamara,"HODGINS-MAY, Steph",The Greens,2
VIC,Macnamara,"ARMSTRONG, Steven",Sustainable Australia,3
VIC,Macnamara,"ASHMOR, Kate",Liberal,4
VIC,Macnamara,"WALLIS, Chris",Independent,5
VIC,Macnamara,"McPHERSON, Craig",Animal Justice Party,6
VIC,Macnamara,"KAY, Christine",Rise Up Australia Party,7
VIC,Macnamara,"PATON, Helen Lucy",United Australia Party,8
VIC,Macnamara,"BURNS, Josh",Australian Labor Party,9
VIC,Mallee,"PETROVICH, Serge",Liberal,1
VIC,Mallee,"MOAR, Cecilia",Independent,2
VIC,Mallee,"MODICA, Jason Mark",Independent,3
VIC,Mallee,"GROSVENOR, Rick",Fraser Anning's Conservative National Party,4
VIC,Mallee,"WEBSTER, Anne",The Nationals,5
VIC,Mallee,"LAHY, Chris",Citizens Electoral Council,6
VIC,Mallee,"MOLLISON, Philip",Rise Up Australia Party,7
VIC,Mallee,"HART, Carole",Australian Labor Party,8
VIC,Mallee,"FIRMAN, Leigh",Science Party,9
VIC,Mallee,"KINGSTON, Ray",Independent,10
VIC,Mallee,"STRAUB, Dan","Shooters, Fishers and Farmers",11
VIC,Mallee,"MILLAR, Rick",United Australia Party,12
VIC,Mallee,"ROWAN, Nicole",The Greens,13
VIC,Maribyrnong,"HASAN, MD Sarwar",United Australia Party,1
VIC,Maribyrnong,"WILLIAMS, James",The Greens,2
VIC,Maribyrnong,"SHORTEN, Bill",Australian Labor Party,3
VIC,Maribyrnong,"STOW, Christine",Liberal,4
VIC,McEwen,"BARKER, Neil",The Greens,1
VIC,McEwen,"PARRAMORE, Ruth",Animal Justice Party,2
VIC,McEwen,"MITCHELL, Rob",Australian Labor Party,3
VIC,McEwen,"FUSCO, Phillip",Liberal,4
